id,Column1,date,article_type,title,url,Scholar,Activist,Monumental Memorialization,Mention of Scholarly Work,Social/Political Advocacy,Coalition Building,Out of the Mouth of Academics,Out of the Mouth of Activists,Collective Synecdoche,passage
47,92,2/1/89,Opinion,Blacks? African-Americans?,https://www.nytimes.com/1989/02/01/opinion/blacks-africanamericans.html,,,,,1,,,,,"This was in 1928. One can imagine a youth writing a letter today identical to the one written to Du Bois, and one can imagine Du Bois, were he alive, writing the same reply. The problems confronting Negroes are formidable, and they will not be solved by altering a name, or by dressing differently, or by wearing one's hair in a new way. We should not be fooled by names or appearances. The real problems lie beneath the surface."
48,63,8/28/18,Obituaries,"Sterling Stuckey, 86, Dies; Charted African Culture in Slavery",https://www.nytimes.com/2018/08/28/obituaries/sterling-stuckey-dead.html,1,,,1,,,1,,,"Professor Stuckey once said in an interview that while growing up he was most inspired by two books, Du Bois’s “The Souls of Black Folk"" (1903) and “Folk Songs of North America” (1960), by the ethnomusicologist Alan Lomax."
49,165,5/5/79,Archives,Readers Reply to Thomas Sowell's Articles On the Implications of Black Leaders’ Atypical Origins,https://www.nytimes.com/1979/05/05/archives/readers-reply-to-thomas-sowells-articles-on-the-implications-of.html,,1,,,1,,,,,"Sowell considers West Indians and educated blacks whose genealogy can be traced to freedmen as a group “atypical of the black population” and that they have dissimilar interest from that of poor blacks. As an example he selects the radical W.E.B. Du Bois as the “free person of color,” but his contemporary, the conservatively‐oriented ex‐slave Booker T. Washington, who wielded far more power than Du Bois, is conveniently ignored since he does not fit the Sowell thesis."
50,231,11/10/91,Archives,ATTRACTIONS,https://www.nytimes.com/1991/11/10/news/attractions.html,,,,,,,1,,,"SCHOMBURG CENTER FOR RESEARCH IN BLACK CULTURE, 515 Lenox Avenue, at 135th Street, Manhattan. The center's holdings include audio tapes of W. E. B. Du Bois and Booker T. Washington; the original manuscript of Richard Wright's novel ""Native Son,"" and thousands of other documents, paintings and photographs. The main exhibition now is ""The African Presence in the Americas: 500 Years of Tradition and Transformation,"" with maps, photographs, lithographs and memorabilia. Also on view is ""African-Americans in Space Science,"" an exploration of black involvement in science and technology. (Both shows run through Dec. 31.) Other events include a screening of ""To Sleep With Anger,"" a film with Danny Glover, Sheryl Lee Ralph, Mary Alice and Vonetta McGee, to be followed by a discussion with Charles Burnett, the film's director (today at 3 P.M.), and a holiday open house featuring the Forces of Nature dancers and the Abyssinian Baptist Church Choir (Dec. 22 at 3 P.M.). Hours: Mondays and Tuesdays from noon to 8 P.M.; Wednesdays and Fridays from noon to 6 P.M.; Saturdays from 10 A.M. to 6 P.M., closed Sundays, Thursdays and holidays. Free. Information: (212) 491-2200."
51,83,7/20/13,Opinion,Barack and Trayvon,https://www.nytimes.com/2013/07/20/opinion/blow-barack-and-trayvon.html,1,,,1,,,,,,"In “The Souls of Black Folk,” W. E. B. Du Bois described this phenomenon thusly:"
52,119,2/3/08,N.Y. / Region,"For Ruby Dee at 83, Acclaim and Performances",https://www.nytimes.com/2008/02/03/nyregion/nyregionspecial2/03rubywe.html,,,,,1,,,1,1,"The series was inspired by the recent restoration of the council’s 1929 “Freedom Mural,” which depicts Kensico Lakes and two female figures representing freedom and liberty. Ms. Dee’s subject, “Overcoming Injustice and Oppression,” reflects her lifelong involvement in civil rights and social justice issues. Speaking by phone from New Rochelle shortly before leaving for the SAG ceremony, she said she would choose among texts by Walt Whitman, Thomas Paine, W. E. B. Du Bois, Paul Robeson, Langston Hughes, the historian Lerone Bennett and Zora Neale Thurston. "
53,24,5/3/22,Opinion,"Blackness and Standard English Can Coexist. Professors, Take Note.",https://www.nytimes.com/2022/05/03/opinion/black-english-language.html,1,,,1,,,,,,"But in the same way that the idea of eliminating references to “English” strikes most as overboard, the idea that for Black people standard English is something wholly apart is simply inaccurate. For most Black Americans, both Black and standard English are part of who we are; our English is, in this sense, larger than many white people’s. In “The Souls of Black Folk,” W.E.B. Du Bois wrote, “I sit with Shakespeare and he winces not … I summon Aristotle and Aurelius and what soul I will, and they come all graciously with no scorn nor condescension.” On a less exalted level, a great many Black people toggle endlessly between standard and Black English, day in and day out — we code-switch. I always liked how Gloria Naylor was able to get this across, as in this scene from her novel “Mama Day”:"
54,144,8/30/70,Archives,When hatred was turning to pity,https://www.nytimes.com/1970/08/30/archives/when-hatred-was-turning-to-pity-negro-negro.html,1,,,1,,,,,1,"Fortunately, many of the es says are free of racism and Communist dogmatism. There are five brief, but excellent es says by Zora Neale Hurston on black speech, religion and mu sic, an analysis of the still neglected black poet Sterling Brown (one of the editors of “The Negro Caravan”) by Alain Locke, W. E. B. Du Bois on “Black America” and George Padmore on Africa."
55,5,10/25/22,Opinion,Why I Keep Coming Back to Reconstruction,https://www.nytimes.com/2022/10/25/opinion/reconstruction-civil-war-du-bois.html,1,,,1,,,,,,"This — the extent to which democracy in the South threatened to undermine the imperatives of capital — was simply too much for Northern industry to bear. And so it turned against abolition-democracy, already faltering as it was in the face of Southern reaction. “Brute force was allowed to use its unchecked power,” Du Bois writes, “to destroy the possibility of democracy in the South, and thereby make the transition from democracy to plutocracy all the easier and more inevitable.”"
56,73,4/23/88,Opinion,OBSERVER; Spelling Before Aristotle,https://www.nytimes.com/1988/04/23/opinion/observer-spelling-before-aristotle.html,,,,,,,,,1,"Not to discuss Aristotle, W. E. B. Du Bois and Carrie Chapman Catt, surely. Imagine a phone ringing at dinner time. Mother answers the call, listens, says, ''Father, it is our dear child phoning all the way from Stanford to talk to you.'' Father: Wants another cash infusion, I suppose. Mother: No, dear, it wants to discuss W. E. B. Du Bois's categorical imperative with you."
57,146,9/18/13,Business,"Inspired by Professor, Investor Makes Big Gift for Black Studies",https://dealbook.nytimes.com/2013/09/17/inspired-by-professor-investor-makes-big-gift-for-black-studies,,,1,,,,1,,,"Mr. Hutchins said his initial donation was always meant as “hello money,” the start of what he called an intellectual partnership as well as a friendship. Mr. Hutchins and Professor Gates have collaborated
                                        on making the Harvard program “the unmatched juggernaut of African-American studies,” Mr. Hutchins said. Mr. Hutchins helped form an advisory board for the Du Bois Institute and introduced an array
                                        of potential donors to Professor Gates."
58,70,9/4/15,New York,New Books on the City After War and After Buffalo,https://www.nytimes.com/2015/09/06/nyregion/new-books-on-the-city-after-war-and-after-buffalo.html,,1,,,1,,,,,"Victory would anoint New York a world capital, but the fruits were ephemeral and, for some, illusory. In 1919, W. E. B. Du Bois hailed returning blacks from the 369th Infantry Regiment as “soldiers of democracy” who should “return fighting” for that ideal at home. It would be a long time coming."
59,167,10/31/91,New York,CUNY to Hear Charges Of Jeffries Death Threat,https://www.nytimes.com/1991/10/31/nyregion/cuny-to-hear-charges-of-jeffries-death-threat.html,,,1,,,,1,,,"Mr. Morgan said Dr. Jeffries called The Crimson a ""Jewish newspaper"" and made derogatory comments about Henry Louis Gates Jr., director of Harvard's W. E. B. Du Bois Institute for African-American Research."
60,191,9/24/76,Archives,THE BLACK FAMILY RECONSIDERED: III,https://www.nytimes.com/1976/09/24/archives/the-black-family-reconsidered-iii-in-the-south-and-in-harlem.html,1,,,1,,,,,,"Early in this century, the black historian and sociologist W. E. B. Du Bois complained, that “sociologists gleefully count . . . bastards,” reminding them that “to be a poor man is hard, but to be a poor race in a land of dollars is the very bottom of hardships.” That is still true."
61,196,9/25/91,Education,"In Campus Debate On New Orthodoxy, A Counteroffensive",https://www.nytimes.com/1991/09/25/education/in-campus-debate-on-new-orthodoxy-a-counteroffensive.html,,,1,,1,,1,1,,"Now, among other efforts, 30 notable scholars, including Stanley Fish, chairman of the English department at Duke University, and Henry Louis Gates Jr., a professor of English at Harvard University and director of the W. E. B. Du Bois Institute for African-American Research, are organizing a group called Teachers for a Democratic Culture to lead the counteroffensive. They condemn the storm over political correctness, or P.C. -- a grab-bag term used to indict multiculturalism, militant feminism, radical literary theory and everything academic conservatives love to hate -- as an attempt to derail affirmative action and legitimate efforts to revise curriculum."
62,224,6/13/93,Archives,ATTRACTIONS,https://www.nytimes.com/1993/06/13/news/attractions.html,,,,,,,1,,,"SCHOMBURG CENTER FOR RESEARCH IN BLACK CULTURE, 515 Lenox Avenue, at 135th Street, Manhattan. The center's holdings include audio tapes of W. E. B. Du Bois and Booker T. Washington; the original manuscript of Richard Wright's novel ""Native Son,"" and thousands of other documents, paintings and photographs. The main exhibition now is ""The African Presence in the Americas: 500 Years of Tradition and Transformation,"" with maps, photographs, lithographs and memorabilia. Also on view is ""African-Americans in Space Science,"" an exploration of black involvement in science and technology. (Both shows run through Dec. 31.) Other events include a screening of ""To Sleep With Anger,"" a film with Danny Glover, Sheryl Lee Ralph, Mary Alice and Vonetta McGee, to be followed by a discussion with Charles Burnett, the film's director (today at 3 P.M.), and a holiday open house featuring the Forces of Nature dancers and the Abyssinian Baptist Church Choir (Dec. 22 at 3 P.M.). Hours: Mondays and Tuesdays from noon to 8 P.M.; Wednesdays and Fridays from noon to 6 P.M.; Saturdays from 10 A.M. to 6 P.M., closed Sundays, Thursdays and holidays. Free. Information: (212) 491-2200."
63,14,11/21/23,Opinion,‘The Ezra Klein Show’ Book Recommendations (2021),https://www.nytimes.com/2023/11/21/opinion/the-ezra-klein-show-book-recommendations-2021.html,1,,,1,,,,,,"“Black Reconstruction in America, 1860-1880” by W. E. B. Du Bois"
64,124,6/12/94,Magazine,A Bridge Too Far?; Benjamin Chavis,https://www.nytimes.com/1994/06/12/magazine/a-bridge-too-far-benjamin-chavis.html,,1,,,1,,,,1,"In April, Chavis, who is 46, completed his first year as executive director of the Baltimore-based N.A.A.C.P., and it is fair to say that in that short time Chavis has not punked out. He has placed himself at the epicenter of a vigorous, heated debate over what direction the once-vital civil rights movement should take. In the simplest of terms, the debate has pitted longtime integrationists against a growing black nationalist sentiment. It is what one historian calls ""a timeless conundrum"" that ripens with each new generation of black leaders. W. E .B. Du Bois debated Booker T. Washington on just that subject; the Rev. Martin Luther King Jr. tangled with Malcolm X."
65,202,2/12/00,U.S.,"Despite Options on Census, Many to Check 'Black' Only",https://www.nytimes.com/2000/02/12/us/despite-options-on-census-many-to-check-black-only.html,,,,,,,,,,'Should Frederick Douglass have checked white and black?'' Mr. Gelobter said. ''Should W. E. B. Du Bois have checked white and black? He practically looked white.''
66,218,10/1/72,Archives,The nationalist vs. the integrationist,https://www.nytimes.com/1972/10/01/archives/the-nationalist-vs-the-integrationist-ideological-foes.html,,1,,,1,1,,,,"The Marcus Garvey move ment, which reached its ze nith in the early nineteen twenties, saw thousands of blacks rally to the banner of “Back to Africa” and the cre ation of a black empire on that continent. Even some blacks who vehemently dis agreed with Garvey about his African plans nonetheless felt that the development of sepa rate black organizations and institutions in this country was the wisest course to pur sue. This issue was perhaps the major one dividing Dr. W. E. B. Du Bois and the or ganization he helped to found, the N.A.A.C.P. In the nineteen‐thirties, Du Bois be gan to advocate a particular kind of black economic na tionalism. While he denied that it was either nationalism or a segregated economy he was proposing, he did say: “The only thing that we not only can, but must, do is vol untarily and insistently to or ganize our economic and so cial power, no matter how much segregation it involves. Learn to associate with our selves and to train ourselves for effective association. Or ganize our strength as con sumers; learn to cooperate and use machines and power as producers; train ourselves in methods of democratic con trol within our own group. Run and support our own in stitution.”"
67,152,10/25/98,Long Island,ART REVIEWS; Personality on Both Sides of the Lens; Landscape From Four Directions,https://www.nytimes.com/1998/10/25/nyregion/art-reviews-personality-on-both-sides-of-the-lens-landscape-from.html,,,,,,,,,," The formal portraits, like those of W. E. B. Du Bois and the sculptor Richmond Barthe, are stylized paragons rather than flesh-and-blood people; however admirable, they are remote from their audience. In contrast, the athletes, dancers, singers, actors and musicians, on duty and off, are accessible and inviting. Bill Robinson's fancy footwork, Marian Anderson's commanding stage presence and Fats Waller's cheerful vulgarity brim over with human energy that communicates across the racial divide and bridges the gap between their era and the present."
68,17,4/30/19,Obituaries,"Martin Kilson, Scholar and Racial Pathbreaker at Harvard, Dies at 88",https://www.nytimes.com/2019/04/30/obituaries/martin-kilson-dead.html,1,1,,1,,1,1,,,"Professor Kilson encountered Du Bois, the pioneering urban sociologist who was a founder of the N.A.A.C.P., as a freshman at Lincoln University, a historically black college in Oxford, Pa. Du Bois had come to the campus to encourage its students to become part of the educated, community-based black leadership he called “The Talented Tenth,” calling on them to help improve the lives of needy black people. Du Bois remained an influence throughout Professor Kilson’s career. In his book “Transformation of the African-American Intelligentsia, 1880-2012” (2014), he wrote that “it is a moral imperative for today’s variant of Du Bois’s ‘Talented Tenth’ to mobilize its new socioeconomic and political resources to help ameliorate some of the social crises that now plague about 40 percent of African-American families.”"
69,205,2/3/09,New York,A Crash Course for New York’s Newest Senator,https://cityroom.blogs.nytimes.com/2009/02/03/a-crash-course-for-new-yorks-newest-senator,,,,,,,,,1,"Jack Kerouac’s former Ozone Park home will be part of a historic spring trolley tour through
                                        Queens that also includes the wedding site of W. E. B. Du Bois, Jackie Robinson’s home and Malcolm X’s home. [Daily News]"
70,139,11/3/96,Education,Can Harvard's Powerhouse Alter the Course of Black Studies?,https://www.nytimes.com/1996/11/03/education/can-harvard-s-powerhouse-alter-the-course-of-black-studies.html,,,1,,,,1,,,"Whether you accept his notion of the field in general, it's hard not to be stunned by how much is now going on in the department and the Du Bois Institute. Mr. Gates and Mr. Appiah, as co-editors, are hard at work on a breathtakingly ambitious revival of Du Bois' greatest dream, an Encyclopedia Africana of the entire African experience, both on the continent and around the world. There are already parts of a pilot version on CD-ROM with plans to eventually do the work on line, on disk and in print. In 1994, Harvard became home to the Image of the Black in Western Art photo archive, started in 1960 by Jean and Dominique de Menil of Houston, which documents 5,000 years of the representation of blacks in Western art in various media."
71,147,11/22/83,Obituaries,"ALLISON DAVIS, PSYCHOLOGIST, DIES; WROTE ABOUT BLACKS IN AMERICA",https://www.nytimes.com/1983/11/22/obituaries/allison-davis-psychologist-dies-wrote-about-blacks-in-america.html,,1,,,,,1,,1,"He was the author or co-author of 10 books, among them ''Children of Bondage,'' ''Deep South,'' ''Father of the Man'' and ''Social-Class Influences Upon Learning.'' His latest work, ''Leadership, Love & Aggression,'' published last September by Harcourt Brace Jovanovich, is a psychological study of four black leaders: Frederick Douglass, W. E. B. Du Bois, Richard Wright and the Rev. Dr. Martin Luther King Jr."
72,61,12/15/06,Opinion,Another Black History Trail,https://www.nytimes.com/2006/12/15/opinion/another-black-history-trail-840726.html,,,1,,1,,,,,"To the Editor: Concerning ""Once a Hub of Strife, Boston Woos Black Tourists""(Dec. 8), an African-American heritage trail can be found closer to New York. The newly designated Upper Housatonic Valley National Heritage Area recently published a guidebook, ""African American Heritage in the Upper Housatonic Valley,"" which describes the rich heritage in northwestern Connecticut and the Berkshires of Massachusetts. Among the sites are the W. E. B. Du Bois River Garden in Great Barrington, Mass., Du Bois's hometown, and the Col. John Ashley House in Sheffield, Mass., where in the early 1780s Elizabeth Freeman, also known as Mumbet, began the fight that helped end slavery in Massachusetts. For more information, see www.africanamericantrail.org."
73,193,6/23/96,Opinion,We Knew What Glory Was,https://www.nytimes.com/1996/06/23/opinion/we-knew-what-glory-was.html,,,,,1,,,1,1," During every service, I watched as my father, in high Baptist style, ""picture painted"" the stories of Moses and Job, Ruth and Esther. I listened as he moaned and hummed and sang the tales of W. E. B. Du Bois and Frederick Douglass, the Scottsboro Boys and Emmett Till. I clapped for joy as he brought the worshipers to their feet with promises of survival now and salvation later. In that place, at that time, we knew what glory was. "
74,180,12/15/10,New York,Discovering a Grandfather’s Link to Civil Rights,https://cityroom.blogs.nytimes.com/2010/12/15/discovering-a-grandfathers-link-to-civil-rights,,,,,,,1,,,"“I learned that Haynes had been a protégé of W. E. B. Du Bois, who used to visit our house,” Bruce Haynes said. “He was the first African-American to earn a Ph.D. from Columbia University.
                                        He was also the first prominent black labor economist and one of the first black urban sociologists in the country. I learned that he was the first scholar to examine the Great Migration in sociological terms and
                                        to predict the flood of southern Negro migrants to the urban North, and that he founded the Social Sciences Department at Fisk University.”"
75,195,3/9/98,Business,Heirs Try to Keep A Black Press Heritage Alive,https://www.nytimes.com/1998/03/09/business/heirs-try-to-keep-a-black-press-heritage-alive.html,,1,,,1,1,,,1,"The Defender, a tabloid, helped nurture the careers of writers like Langston Hughes and W. E. B. Du Bois, a founder of the National Association for the Advancement of Colored People. And long before white politicians began to oppose the South's Jim Crow laws, The Defender published editorials decrying the treatment of black sharecroppers and promising a better life in Chicago's factories."
76,182,11/11/07,U.S.,"In DNA Era, New Worries About Prejudice",https://www.nytimes.com/2007/11/11/us/11dna.html,,,1,,,,1,,,"“We are living through an era of the ascendance of biology, and we have to be very careful,” said Henry Louis Gates Jr., director of the W. E. B. Du Bois Institute for African and African American Research at Harvard University. “We will all be walking a fine line between using biology and allowing it to be abused.” "
77,210,4/24/11,New York,"In New York’s Schools Chief, a Knack for Quiet Conciliation",https://www.nytimes.com/2011/04/24/nyregion/dennis-walcott-brings-softer-touch-to-chancellor-role.html,,,,,,,,,1,"It was “Leave It to Beaver,” but black, to hear Mr. Walcott describe his childhood in the Addisleigh Park section of southeast Queens, a destination for ambitious émigrés from Harlem and Brooklyn that was already dotted with celebrities like John Coltrane, Ella Fitzgerald, and W. E. B. Du Bois."
78,110,2/9/98,U.S.,"Robert Hughes Brisbane, 84, Historian of Early Civil Rights Years",https://www.nytimes.com/1998/02/09/us/robert-hughes-brisbane-84-historian-of-early-civil-rights-years.html,,,,,1,,1,1,,"Influenced by men like Marcus Garvey and W. E. B. Du Bois, Dr. Brisbane in turn became a counselor to a younger generation of civil rights campaigners in the South. He was well known beyond the Atlanta campus of Morehouse as the author of a textbook, ''The Black Vanguard: Origins of the Negro Social Revolution, 1900-1960'' (Judson, 1970), and a later book, ''Black Activism: Racial Revolution in the United States, 1954-1970'' (Judson, 1974)."
79,203,2/26/16,New York,"Things to Do in the Hudson Valley, Feb. 27 Through March 6",https://www.nytimes.com/2016/02/28/nyregion/things-to-do-in-the-hudson-valley-feb-27-through-march-6.html,,,,,,,,,,"CROTON-ON-HUDSON “W. E. B. Du Bois, A Man for all Time,” drama by Alexa Kelly. Feb. 28 at 2 p.m. Free. Croton Free Library, 171 Cleveland Drive. crotonfreelibrary.org; 914-271-6612."
80,220,5/7/15,Opinion,Molefi Kete Asante: Why Afrocentricity?,https://opinionator.blogs.nytimes.com/2015/05/07/molefi-kete-asante-why-afrocentricity,,,,,,,,,1,"Yet in a diverse society like ours we must have space for all people who share this land with us. This requires knowledge and generosity. Thales must be paired with Imhotep and the pyramids must be seen as the monumental
                                        icons of the ancient world long before the creation of the “Iliad” and the “Odyssey.” You cannot have a canon, however, in the United States world that avoids the profound works of David
                                        Walker, Marcus Garvey, W. E. B. Du Bois, James Baldwin, James Weldon Johnson, Toni Morrison, Zora Neale Hurston, Langston Hughes and E. Franklin Frazier, for example."
81,22,10/6/20,Opinion,America May Need International Intervention,https://www.nytimes.com/2020/10/06/opinion/us-united-nations-election.html,,,,,1,,,,,"That’s why Du Bois’s appeal to the world remains so relevant. By impeding Black voters, the United States still violates the democratic principles it has helped enshrine into international law. After observing America’s 2018 midterm elections, a team from the Organization for Security and Cooperation in Europe cataloged a long list of undemocratic practices, from the disenfranchisement of former prisoners to the District of Columbia’s lack of congressional representation to discriminatory voter identification laws, and concluded that, in critical ways, American elections “contravene O.S.C.E. commitments and international standards with regard to universal and equal suffrage.”"
82,39,3/1/87,U.S.,DU BOIS YARD YIELDS CLUES TO LIVES OF BLACKS IN U.S.,https://www.nytimes.com/1987/03/01/us/du-bois-yard-yields-clues-to-lives-of-blacks-in-us.html,,1,,,,1,1,,,"Plates and shoelaces from the backyard of the home of the civil rights pioneer W. E. B. Du Bois may yield clues to the lives of blacks in the Berkshires before the Civil War, an archeologist says. The archeologist, Robert Paynter, a professor at the University of Massachusetts at Amherst, said he was sifting through the property for hints of the daily existence of people who may have lived there 150 years before Du Bois's death in 1963. Du Bois was a founder of the National Association for the Advancement of Colored People and a leader in the Pan-African movement. Although he described his upbringing in his autobiography, little is known about his ancestors and other black families who lived in the Berkshire Hills after the Revolutionary War."
83,175,12/14/06,U.S.,"Black History Trove, a Life’s Work, Seeks Museum",https://www.nytimes.com/2006/12/14/arts/black-history-trove-a-lifes-work-seeks-museum.html,,,,,,,,,,"Mr. Clayton recalled his mother's longing -- and inability -- to find a home for her collection, where it could be used by everyone from esteemed scholars to black teenagers who have yet to hear of W. E. B. Du Bois. ""Culture is the measure of a civilization,"" said Mr. Clayton, who left his job as an art teacher to shepherd his mother's collection. ""Without evidence of a culture, there is no proof that a people exists."""
84,71,4/23/88,Opinion,OBSERVER; Spelling Before Aristotle,https://www.nytimes.com/1988/04/23/opinion/observer-spelling-before-aristotle.html,,,,,,,,,,"I am not siding with the revolution here. Though not required in college to read the works of W. E. B. Du Bois and Carrie Chapman Catt, I am confident I could have found them just as conducive to deep coma as Aristotle was."
85,52,7/7/02,New York,"IN PERSON; His and Hers, For History's Sake",https://www.nytimes.com/2002/07/07/nyregion/in-person-his-and-hers-for-history-s-sake.html,,,,,,1,,,,"Mr. Lewis was born in Little Rock, Ark., into an intellectual atmosphere (his father was a Yale graduate, his mother a teacher) and grew up in Wilberforce and Atlanta, where he attended high school and graduated after only one year. He enrolled at Fisk University in Nashville, Mr. Du Bois' alma mater."
86,192,6/11/00,New York,Journey to an Overlooked Past,https://www.nytimes.com/2000/06/11/nyregion/journey-to-an-overlooked-past.html,,,,,,,,,,"Another Harlem landmark in the history of gay New York is the Salem United Methodist Church. Now 97 years old, the brick building with a magnificent arched front window still stands at Adam Clayton Powell Jr. Boulevard and 129th Street. It was there, in 1928, that the poet Countee Cullen entered into a brief marriage with Yolanda Du Bois, daughter of W. E. B. Du Bois. (Cullen then went on a honeymoon with the best man.) Cullen, like several members of the Harlem Renaissance, felt compelled to hide his sexual identity."
87,158,10/7/02,U.S.,"White House Letter; Quietly, the First Lady Builds A Literary Room of Her Own",https://www.nytimes.com/2002/10/07/us/white-house-letter-quietly-the-first-lady-builds-a-literary-room-of-her-own.html,,,,,1,,1,,,"David Levering Lewis, the Pulitzer Prize-winning biographer of W. E. B. Du Bois and an eminent black historian who considers President Bush's policies on Iraq ''a menace,'' was flabbergasted when he received an invitation from Laura Bush's office to be the keynote speaker at a White House symposium on the writers of the Harlem Renaissance."
88,108,12/28/73,Archives,In a Gift‐Horse's Mouth,https://www.nytimes.com/1973/12/28/archives/in-a-gifthorses-mouth.html,1,1,,,,,1,,,"W. E. B. Du Bois, the remarkable scholar, polemicist and spokesman for American blacks, left a heritage of papers that also covered the years from the eighteen‐nineties to the nine‐teen‐sixties. As with Mr. Russell, there has been a growing scholarly interest in his life and influence, and the availability of his papers is certain to increase this interest enormously. Yet the University of Massachusetts outbid all rivals for this magnificent collection when it agreed to. pay his widow for all of them the sum of $150,000. When a commercial transaction occurs, as in the sale of the Russell and Du Bois papers, the amount paid establishes a basis for figuring taxes. Even here one would look for the intrusion of sentiment—Mr. Russell was Mr. Eaton's friend and McMaster was Mr. Eaton's alma mater—since a political patron might feign an offer to purchase the papers of a public figure like Mr. Nixon. While there would be a need for sophisticated examination, it would be pertinent in such cases to know the number and amounts of serious competitive bids."
89,184,3/4/90,New York,Dedicated Guardian for Historic Treasures,https://www.nytimes.com/1990/03/04/nyregion/dedicated-guardian-for-historic-treasures.html,,,,,,,,,1,"The 68 photographs in the exhibit provide a broad view of black Americans from before the Civil War through the early 1980's. Images of anonymous families, workers and soldiers are shown as well as portraits of public figures like W. E. B. Du Bois, the Rev. Dr. Martin Luther King Jr. and Marian Anderson."
90,183,6/25/72,Archives,PROFESSORS WEIGH BLACK STUDY ROLE,https://www.nytimes.com/1972/06/25/archives/professors-weigh-black-study-role-find-room-for-scholarship-and.html,,,1,,,,1,,,"Still, Chester Davis, associate chairman of the W. E. B. Du Bois Department of Afro American Studies at the University of Massachusetts, said black studies should not be considered a discipline in the traditional sense."
91,140,11/3/96,Education,Can Harvard's Powerhouse Alter the Course of Black Studies?,https://www.nytimes.com/1996/11/03/education/can-harvard-s-powerhouse-alter-the-course-of-black-studies.html,1,,,1,1,,1,,,"Attired in a blue suit, one hand clutching a piece of chalk, the other a well-worn copy of W. E. B. Du Bois's ''The Souls of Black Folk,'' he paced back and forth, arms out, leaning forward, bending back, voice rising and falling, one foot in the academy, the other in the pulpit. ''Will we be able to talk about race in such a way we can get beyond the finger-pointing and name calling and actually be self-critical and critical of each other so we can be empowered and enabled instead of paralyzed and debilitated?'' he said. ''It's so easy to talk about race in America, Du Bois would say, in a way in which we're paralyzed, and debilitated or just completely depressed.''"
92,93,10/30/05,Opinion,"My Subject, Myself",https://www.nytimes.com/2005/10/30/opinion/my-subject-myself-647012.html,,,,,,,,,,"But Guralnick is out to destroy gods and undo celebrity, or, as he puts it, to ""rescue"" Elvis from ""both his detractors and admirers."" Sometimes, the pages, the research, the interviews and especially the objectivity are necessary to make a subject human again. This can be true because the subject is an icon like Elvis or because the life truly was monumental -- here I'm thinking of David Levering Lewis on W. E. B. Du Bois (two volumes and 1,360 pages)."
93,78,6/20/16,U.S.,Supreme Court Says Police May Use Evidence Found After Illegal Stops,https://www.nytimes.com/2016/06/21/us/supreme-court-says-police-may-use-evidence-found-after-illegal-stops.html,,,,,1,,,1,1,"In a dissent that cited W. E. B. Du Bois, James Baldwin and Ta-Nehisi Coates, Justice Sotomayor said the court had vastly expanded police power."
94,74,4/23/88,Opinion,OBSERVER; Spelling Before Aristotle,https://www.nytimes.com/1988/04/23/opinion/observer-spelling-before-aristotle.html,,,,,,,,,,"If not, try to imagine Father taking the phone, saying, ''Dear child, the categorical imperative was not W. E. B. Du Bois's; it was Immanuel Kant's. Which reminds me, I knew you hadn't been reading your Immanuel Kant, much less anything at all, when I got your postcard from Carmel-by-the-Sea saying you were 'having a wondurfull time reding ''The Criteek of Pure Reeson'' by Emanuel Can't.' ''"
95,87,4/17/01,New York,Pulitzer Prizes Include 3 for News Coverage of Immigration and Ethnic Complexity,https://www.nytimes.com/2001/04/17/nyregion/pulitzer-prizes-include-3-for-news-coverage-of-immigration-and.html,,,,,,,,,," The Pulitzer Prizes, administered by Columbia University, also focused on the issue of race in one of the arts awards. David Levering Lewis was awarded his second prize in biography for ""W. E. B. Du Bois: The Fight for Equality and the American Century, 1919-1963,"" the second volume in a series published by Henry Holt & Company. Mr. Lewis had won a Pulitzer Prize for biography in 1994 for the first volume, which covered Du Bois's life from 1868 to 1919. "
96,30,11/19/14,Opinion,The Case for Black With a Capital B,https://www.nytimes.com/2014/11/19/opinion/the-case-for-black-with-a-capital-b.html,1,1,,,1,,,,,"In the mid-1920s, W. E. B. Du Bois began a letter-writing campaign, demanding that book publishers, newspaper editors and magazines capitalize the N in Negro when referring to Black people. Even though Du Bois himself didn’t use the word Negro consistently — one of his most famous works, after all, is “The Souls of Black Folk” — it was the official name for the race, and as such, Du Bois wanted that word to confer respect on the page as well as in daily life.  In 1926, The New York Times denied his request, as did most other newspapers. In 1929, when the editor for the Encyclopaedia Britannica informed Du Bois that Negro would be lowercased in the article he had submitted for publication, Du Bois quickly wrote a heated retort that called “the use of a small letter for the name of twelve million Americans and two hundred million human beings a personal insult.” The editor changed his mind and conceded to the capital N, as did many other mainstream publications including The Atlantic Monthly and, eventually, The New York Times. "
97,172,5/29/96,Business,"Spreading the Economic Word;Black Pulpits, a White Businessman and Buying Power",https://www.nytimes.com/1996/05/29/business/spreading-the-economic-word-black-pulpits-a-white-businessman-and-buying-power.html,,1,,,1,,,,,"Outside the church, attempts to organize national self-help groups had checkered histories. Booker T. Washington's National Negro Business League, formed to aid small black businesses, met resistance from both whites and black leaders like W. E. B. Du Bois, who objected to Washington's acceptance of racial segregation."
